brand,reviews.rating,reviews.text,reviews.title,reviews.username,wine_type,reviews.dateAdded
Fancy Pants,5.0,"I served this and all the different varieties at a party. My guests and I loved them all. Since I am not a wine expert, I will simply give you some of the notes on this variety from the Fancy Pants website: ...a robust and rich palate with ripe berries, red fruit, and toasty oak flavors. Cherries and vanilla spice on the mouth lead to a long, lingering finish.",This Wine Made My Party!,California Lawyer,red,2017-08-30
Risata,5.0,Love this Moscato and will be purchasing more on my next Target run. Let it chill in the fridge and enjoy on a hot summer day.,Perfect For Summer,Lstennisgirl,red,2018-01-28
Risata,5.0,"I have tried my share of Moscato D' Astis before, this has to be the smoothest that I have ever tried. Not too sweet or too fizzy but perfect. I got it for the pretty bottle but was very surprised about the taste. Try it, you won't be disappointed.",Could Not Believe The Taste,Sherman,red,2018-01-25
Wine Cube153,5.0,Best of the bunch of all of The wine Cube sku's. Target Wine Buyer: please bring back!,Please Don't Discontinue This Flavor Combination!,Winegirlie,red,2018-01-22
Wine Cube153,5.0,My boyfriend brought this home on a whim. We were delighted at how tasty it was. Lasted us a couple weeks - even better!,Love It!,Omobelle74,red,2018-01-28
Wine Cube153,5.0,"not fruity, very satisfying. my go to chardonnay! excellent product - would expect to pay 10 / bottle for this quality",Excellent Chardonnay,Sachris,red,2018-01-22
Martini Rossi,5.0,Nice fruity and sweet taking sparkling wine. Goes great in mimosa. You have to try it to see how you will like it. Even the guys would enjoy this at your wedding!,Nice Sparkling Wine Compared To Champagne,Shelly,red,2018-01-28
Wine Cube153,2.0,"This reisling is very good. Love the flavor and am generally a fan of box wine for the convince. HOWEVER....I bought this recently for a beach trip. Once opened, it leaked all over the fridge! Of course it was the day we were checking out of the condo so I had to take time to clean the entire fridge before we left or face the possibility of a charge for the extra cleaning. Thankfully I was able to get the fridge cleaned in time for checkout with a little help from my friends! The wine is good but the faucet is leaky! I'm now drinking the remainder from a gallon Ziploc bag!",Watch For Leaks!,Ginabug,red,2018-01-30
Wine Cube153,5.0,Some of the best boxed wine I have ever tasted. Great taste and great value.,The Cube Riesling,Tammy,red,2018-01-10
Wine Cube153,5.0,4 750ml bottles for the price of two With way less packaging YES PLEASE! I was nervous it was too good to be true and I wouldn't like the wine but it's fantastic! I have to go a bit out of my way to get it (I live near a state line and it isn't sold in my state due to liquor laws) but it's worth it.,"Yum! Plus, Environmentally Friendly!",Chelseamay,red,2018-01-28
Wine Cube153,5.0,"By far the best boxed wine I've found, and comparable to medium-priced bottled sauvignon blancs. A great buy.",Great Sauvignon Blanc Even Compared To Medium-Priced Bottles,Steve,red,2018-01-25
Wine Cube153,5.0,"By far the best boxed wine I've found, and comparable to medium-priced bottled sauvignon blancs. A great buy.",Great Sauvignon Blanc Even Compared To Medium-priced Bottles,Steve,red,2017-09-06
Wine Cube153,3.0,"I like the wine and I like the idea of a sealed cube during the week when only drinking a glass or two at a time. But when they re-sized the box a few months ago, it made it impossible to open and setup properly. While I applaud Target for reducing the packaging, this just isn't working.",Wine Is Good - The Cube Is Not,Mike,red,2018-01-10
Wine Cube153,1.0,Just bad wine. The worst I have ever had. Try Bota Box Sarah is you are looking for a decent boxed wine.,No No No No No.... No,Michael,red,2018-01-30
Jim Beam,3.0,We buy this bottle every week but the only thing we do not like is that every time you take the top off it leaves a black residue in the drink and a gross smell on your hand from twisting the top off ! If you guys could fix that then it would be twice more amazing,I Would Buy This Drink Again And Again If,Black Smell,red,2017-11-30
Jim Beam,5.0,I just bought a fifth of Jim Beam Apple and mixed it with ice cold Mtn Dew. It was great especially if you add a twist of fresh lemon,Try It With Ice Cold Mtn Dew,Sweetlisa,red,2018-01-10
Jim Beam,5.0,I went to my local store to purchase another apple flavored product but saw this decided to purchase Jim Beam Apple instead. I'm glad that I did. I mix my Jim Beam with cranberry juice and if I want it to be a little fizzy I'll add some Seagram's ginger ale. Love this drink and will be purchasing more soon.,Great Product,Prettyeyz,red,2017-09-23
Jim Beam,5.0,"I was hesitant to buy Jim Beam Apple, after trying other apple whiskeys, but I was not disappointed! It's so smooth, light and fruity. Very good!",Fantastic,Hannah,red,2017-09-12
Jim Beam,5.0,"I mix the Jim Beam apple with a little ginger ale, it is a great summer refreshment.",Surprising And Refreshing,Tater,red,2017-07-25
Sauza,5.0,Sip then have an orange slice.,Very Nice,Ozarkadian,red,2018-01-10
Sauza,5.0,need salt or a lime but the addition of it makes it even better...,Tequillas,Test,red,2017-09-20
Sauza,5.0,drink,Plata,ven,red,2017-09-20
Sauza,5.0,Very good flavor without a over powering finish.. Never need salt or a lime but the addition of it makes it even better...one of my favorite silver tequilas,good tequila for a fair price,I like liquor,red,2017-09-20
Sauza,5.0,Use for shots.,Would buy again,boo,red,2017-09-20
Sauza,5.0,This is hands down my favorite tequila. Amazing taste at an amazing price. No lime salt needed.,Love me some Hornitos!,B-rad,red,2017-09-20
Sauza,5.0,drink,Plata,Ven,red,2017-09-02
Sauza,5.0,Very good flavor without a over powering finish.. Never need salt or a lime but the addition of it makes it even better...one of my favorite silver tequilas,Good Tequila For A Fair Price,I Like Liquor,red,2017-07-25
Basil Hayden's,5.0,Just had first taste today and was suprised at how Smooth this was will add to my collection,Would Recommend Highly,Reuben,red,2018-01-28
Basil Hayden's,5.0,"As a Scotch drinker, tasting Basil Hayden's for the first time changed my opinion of Bourbons. Now I enjoy both Scotch Bourbon with BH on the top of list for Bourbons!",Awesome Bourbon,Condo Rondo,red,2018-01-10
Basil Hayden's,5.0,Very tasty bourbon!,Love Basil Hayden's,Matas,red,2017-12-28
Basil Hayden's,5.0,Basil Hayden was my gateway to world of Burbon. Ever since I have held its flavor profile as the gold standard when trying others on the market bit I always find myself coming back to my first love.,Flavorful With A Smooth Finish,Burbon Patriot,red,2017-09-23
Basil Hayden's,5.0,Outstanding. Simply an outstanding beverage. Spicy and light with a comforting finish. A staple in my home bar rotation - I never let a bottle get near empty without backfilling it with a fresh one.,Spirit Of Choice,Luke,red,2017-09-12
Sauza,5.0,"Not being a tequila aficionado, my favorite to date is Patron. So, I wanted to know which brand of tequila is preferred when making margaritas. Hornitos Reposado was always ranked towards the top of every list I viewed. I decided to give it a try, and what better way, is to do a shot while making a pitcher. What a fantastic tasting tequila. I love it",Excellent,Willy Fish,red,2018-01-28
Sauza,5.0,Perfect sipping tequila ... chilled and neat !,Excellente,Jfs,red,2018-01-10
Sauza,5.0,Perfect sipping tequila ... chilled and neat !,Excellente,JFS,red,2017-09-20
Sauza,5.0,"My buddy ordered some shots of this stuff during a horns game. Frankly when it comes to tequila, I usually brace myself for a rough shot. Maybe I'm drinking the wrong stuff, because this was really easy to put back. No lingering aftertaste. Reasonably priced. Good value tequila if you're looking.",Solid tequila,Kevin,red,2017-09-20
Sauza,5.0,Straight over ice.,One of my favorite!,Jer53,red,2017-09-20
Margaritaville,5.0,"This Cayman Jack margarita is really good. I found it in a Southern California Target, but I can't find it in Northern California stores. :(",Deliciously Tangy,Gigerina,red,2018-01-30
Fat Tire,5.0,Very fruity. Smooth. I like it straight over ice with a bit of Chambord.,Yum!,Caette,red,2018-01-10
Skinnygirl Cocktails,2.0,Just so so. Seems to be missing something. There are much better margarita mixes out there without all the additives this does not have.,So So,Alohakido,red,2018-01-10
ABSOLUT,5.0,"Love this vodka - it's perfect for screwdrivers! It blends so well with the juice and for an interesting citrus blend, you can use grapefruit juice.",This Is Great!,Deidera,red,2018-01-28
Disaronno,4.0,I love Disaronno. It has a smooth texture and the flavor is lightly sweet. It's decadent on the rocks or with a little cream.,Delicious!,Sally,red,2018-01-10
Michelob Ultra,5.0,Gluten free plus lower on calories plus very refreshing!,Michelob Ultra Light Cider,Rfagent,red,2018-01-30
Bud Light,5.0,"These NFL cans are a must have item. They are sure to be a sought after item for all NFL memorabilia collectors. The 12 oz. can is especially hard to find. My advise is that if you are able to locate this can, by all means buy it while you still have the chance.","Buy while you can, if you can.",dmoyadvd,red,2015-12-30
Bud Light,5.0,Arrived in perfect condition,Perfect,arus870,red,2015-12-17
Sierra Nevada,5.0,"Right on Target - Sierra Nevada Torpedo Ale has outstanding character, warm, subtle hints of fruit and a strong but not overly bitter hop aftertaste. It is excellent after a hard day's work to kick back and relax. Target recently began carrying beer and I could not be more enthused! ...","Right On Target, Great After A Busy Day",Matt,red,2018-01-25
Sierra Nevada,5.0,Best beer for the money. Wish the club in Omaha would carry it again. Any idea if any club carries it,Excellent IPA,Dakotakid123,red,2017-09-20
Corona Extra,5.0,love it wouldnt mind drinking more,Beer,Leelee,red,2016-03-17
Rolling Rock,5.0,Yummmmmmyyyyyyyyyyyyyyyy,Real Good Crisp Taste,Jeramy92,red,2016-07-02
Stella Artois,5.0,The prices are fantastic! You won't find a better price anywhere! Please continue this price!,The Prices Are Fantastic! You Won't Find A Better Price Anywhere! Please Continue This Price!,Micah,red,2014-01-14
Stella Artois,5.0,If you have never enjoyed a Stella Artois you don't know what you are missing,Definately My Favorite,Drew42,red,2012-08-27
Mr. & Mrs. T,1.0,Not very tasty at all.,Drink mix,Vearley,red,2017-09-06
Mr. & Mrs. T,5.0,I really enjoy drinks made with Mr. Mrs. T. Sometimes I mix half Bloody Mary mix and either V8 or Clamto juice. Tastes great!,Great taste!,berta,red,2017-09-06
